puNumber,box_office
111012614,5000.0
111012618,279013.5
111012716,62260863.65
111012719,1900650.94
111012816,457576.0
111012819,333597059.59
111012914,330.0
111012915,1580.0
111012916,1104161.0
111013019,24101208.37
111013114,13190.0
111013116,460714064.4
111013215,9977812.5
111013216,3353677.06
111013219,18878460.81
111013313,2890.0
111013316,4535915.5
111013319,2532679.0
111013416,9680744.0
111013418,42469.0
111013419,38811307.87
111013518,453616494.54
111013613,3040.0
111013619,32721103.43
111013713,200.0
111013714,4731239.5
111013719,943479.0
111013813,4808.0
111013819,547720.0
111013914,28373445.6
111013915,0.0
111013918,64263342.33
111013919,182882.5
111014014,165.0
111014018,55685.0
111014213,9450.0
111014214,1523750.0
111014219,104763979.99
111014314,855778.0
111014413,4960.0
111014414,32244810.0
111014419,54243202.71
111014513,27780.0
111014519,22038632.94
111014613,1081797.0
111014614,236845.0
111014618,3559301.5
111014619,509707.0
111014713,7755.0
111014718,3228504.0
111014719,96830245.58
111014814,180108.0
111014819,3402053.55
111014913,1188.0
111014914,393344626.3
111015014,5610.0
111015015,2490.0
111015018,2662002.99
111015114,35560.0
111015214,43534847.1
111015218,807011.5
111015314,955970.5
111015416,364285139.6
111015518,238858.0
111015614,70729876.2
111015616,37500320.46
111015619,379954258.56
111015716,51704986.0
111015819,172871342.04
111015914,1420.0
111015916,4728000.02
111016014,780.0
111016016,188605593.3
111016018,393279629.43
111016115,130430203.9
111016118,70705339.65
111016215,182510.0
111016216,2186272.0
111016218,135211.0
111016219,13848461.92
111016315,214014.5
111016316,337069662.8
111016414,2055.0
111016415,14936676.3
111016416,19393384.34
111016516,175799581.0
111016615,52882302.120000005
111016616,7323648.0
111016714,50.0
111016715,60810.0
111016815,42210.0
111016816,195614.0
111016915,11298281.1
111016916,22329257.0
111017016,53834509.81
111017115,72937783.2
111017116,0.0
111017214,6630.0
111017215,83950.0
111017216,130176.0
111017315,196572438.4
111017318,98265.0
111017319,66504721.61
111017415,11034433.2
111017416,228578204.0
111017516,915023.06
111017615,43761962.6
111017718,169040.5
111017719,4101781.0
111017815,683029061.4
111017816,82840.0
111017818,6980940.0
111017915,110171448.5
111017918,21363842.53
111018015,3200.0
111018016,308401482.7
111018018,1215773.5
111018019,497190.0
111018116,1038321489.0
111018215,2323980.0
111018216,259099078.0
111018218,103134751.12
111018219,3591456.36
111018314,8640.0
111018315,16077204.0
111018319,163684958.82
111018414,460.0
111018415,294590750.6
111018416,54532167.93
111018418,438755.5
111018515,194780.0
111018516,52494731.9
111018519,3181218.0
111018614,100.0
111018615,16567774.1
111018719,114090162.74
111018816,11332412.0
111018819,434992.5
111018915,57403543.48
111018916,17009688.0
111018918,37515653.58
111019015,11300.0
111019016,42933480.0
111019018,674920.0
111019115,15913291.5
111019118,603123.5
111019214,2575.0
111019219,86340133.01
111019315,11011814.3
111019415,23463406.9
111019419,18617156.96
111019515,129333.5
111019519,1039706431.83
111019615,801370.0
111019715,1550.0
111019719,16696944.62
111019815,2525662.3
111019915,95302304.44
111019918,13528437.62
111020014,620.0
111020015,42176.0
111020018,70798668.9
111020115,220536.51
111020215,70790954.1
111020318,184731757.62
111020415,301074873.8
111020715,2905469.51
111020815,85405423.61
111020818,7292610.09
111020915,86190.0
111021015,18645525.66
111021115,168688859.1
111021118,93743018.64
111021214,170.0
111021315,100805.0
111021415,3792050.52
111021615,1434072.5
111021715,51220.0
111021719,3073568690.79
111021819,129500.0
111021914,370.0
111021918,41225.0
111021919,367224.0
111022019,717703185.53
111022114,1820.0
111022118,1386930.0
111022214,1400.0
111022814,154461832.0
111023014,425970499.0
111023018,4805348.52
111023114,121225633.8
111023214,869181.0
111023314,277475.0
111023318,1682680039.03
111023514,17990.0
111023614,10234016.1
111023814,5945.0
111023818,31761131.34
111023918,701507030.27
111024018,106388226.57
111024514,1825.0
111024918,2271754004.52
111025414,9300.0
111025918,1042023.0
111026018,1590168.02
111026118,1677745.0
111026218,922848.0
111026418,119607532.46
111027314,1700.0
111027714,14650.0
111028014,405.0
111028314,425.0
111028714,300.0
111028814,28150.0
111029114,2400.0
111029614,500.0
111029814,22660.0
111029914,18160.0
112000215,150.0
112000416,869148.0
112000419,23420274.32
112000516,19100.0
112003118,2837319.02
112003319,298060.0
112004019,81000.0
112004519,1973137.0
112006718,872839.5
112006918,136355.0
112009518,98083.0
112013318,214749.0
112025118,7175.0
113000116,492710.5
113000419,494964.0
113000518,1854170.0
113000519,2459667.5
113000818,317426.5
114000112,2680.0
114000113,5874.0
114000115,15078858.6
114000116,2804263.0
114000212,1740.0
114000213,11560.0
114000214,313489846.5
114000215,3353333.6
114000216,4206711.5
114000219,108195236.2
114000310,22247.0
114000311,2830.0
114000312,17715.0
114000315,2943318.7
114000316,5277879.9
114000412,78270.0
114000414,6432.0
114000415,4084228.0
114000510,16139.0
114000512,351643.0
114000513,96846.0
114000514,17376.0
114000515,3912457.1
114000516,143817593.8
114000518,67271499.59
114000613,83448.0
114000615,168725.0
114000616,3430271.0
114000715,2956298.4
114000816,3360271.5
114000817,206478186.0
114000911,87911.0
114000915,1950019.0
114000916,3140318.0
114001016,159025.0
114001018,106514301.03
114001115,1719609.0
114001215,1455524.9
114001216,2571294.1
114001310,45225.0
114001316,2955934.6
114001417,941788.0
114001418,30325879.15
114001515,1427582.0
114001516,5183871.0
114001517,48557861.0
114001615,974703.0
114001715,184487551.4
114001716,12190.0
114001815,1076695.5
114001816,4628842.94
114001817,55108014.76
114002015,79208553.7
114002115,2591302.5
114002116,4746947.5
114002215,1052549.0
114002216,86386.0
114002315,3517006.5
114002316,4034973.5
114002415,70785.0
114002419,147606826.51
114002515,3846431.3
114002517,416349089.0
114002616,339794.0
114002715,4920933.0
114002716,772490.0
114002815,242403434.6
114002816,3554233.1
114002817,22178956.0
114002915,5265220.0
114002916,3778317.8
114003015,72749216.5
114003018,83366328.66
114003115,5863578.1
114003116,4692814.9
114003215,4394105.0
114003216,19027901.76
114003316,4723798.86
114003317,759226773.0
114003415,4256823.5
114003416,34899699.18
114003515,28285.0
114003516,31517776.73
114003615,69693747.93
114003616,3334346.6
114003715,38334497.27
114003716,3640802.3
114003815,5223563.0
114003816,3133221.41
114003915,4769410.83
114004015,2243108.96
114004019,68549523.47
114004115,704928216.0
114004216,1618346.6
114004316,253949.0
114004416,1700.0
114004819,387590521.72
114005019,501069235.0
114006218,2633655.03
114006518,1334699.4
114008818,577368853.25
114010018,185318326.02
120018015,3067727.5
121000115,109146197.1
121000116,249059512.8
121000117,8216845.0
121000118,33937770.39
121000119,4783481.5
121000215,68561037.3
121000216,217170923.9
121000217,87991.0
121000218,3945473.01
121000310,560.0
121000312,210.0
121000315,94950250.8
121000316,550965.5
121000317,161086.0
121000318,23231819.83
121000319,1057968.0
121000414,1070.0
121000416,5872718.3
121000417,2428366.0
121000419,3535771.0
121000511,3890.0
121000515,534657816.8
121000516,18435638.58
121000517,23050223.0
121000518,681695551.27
121000519,2150333.22
121000610,420.0
121000615,581522463.1
121000616,87902451.41
121000617,5600007.0
121000618,4002584.0
121000619,757864674.99
121000713,550.0
121000715,36862561.1
121000717,814460.0
121000718,1697546.5
121000719,2094231.02
121000810,150.0
121000814,54330.0
121000816,9378604.4
121000817,27752401.0
121000818,14866371.33
121000819,214750607.89
121000913,33360.0
121000914,28690.0
121000915,23191414.0
121000916,30108282.86
121000917,52984377.0
121000918,26968897.39
121000919,8085578.74
121001015,130730.0
121001016,18439240.55
121001017,12281831.0
121001018,72896300.44
121001019,76709327.56
121001114,400.0
121001115,41544550.6
121001116,22021383.71
121001117,1219685.0
121001118,16711722.11
121001119,38824198.52
121001215,1486131019.0
121001216,66361446.23
121001217,202103407.0
121001218,35440402.55
121001219,3505648.0
121001310,1585.0
121001311,2905.0
121001314,16730.0
121001315,19102615.4
121001316,68738.5
121001317,176081742.0
121001318,10789124.27
121001319,45570116.58
121001412,5760.0
121001414,370.0
121001415,143760455.2
121001416,474952.0
121001417,19924407.0
121001419,2009266.0
121001515,4011864.5
121001516,16269205.58
121001517,880511273.0
121001519,16213371.99
121001615,31048143.4
121001616,62300.0
121001617,533443705.0
121001618,295906.5
121001712,82400.0
121001713,120.0
121001715,730237.0
121001716,3443223.9
121001717,9010548.0
121001718,1570876.52
121001719,1892689.5
121001815,7180251.5
121001816,152013302.9
121001817,671060369.0
121001818,8637197.82
121001819,14124059.52
121001915,10682215.9
121001916,9381926.11
121001917,23969331.0
121001918,956165.5
121002016,41380066.83
121002017,331247719.0
121002018,29045830.52
121002019,52000551.2
121002116,1587516389.0
121002117,17307352.0
121002118,243211.0
121002119,1144426298.04
121002211,180.0
121002214,2413090.2
121002215,1171189.0
121002216,6754350.01
121002217,6890293.0
121002218,137330265.84
121002219,2628674.76
121002315,3965619.0
121002316,332371.0
121002317,26640937.0
121002318,11521237.66
121002319,39555817.36
121002415,39229270.6
121002416,1255719.0
121002417,2204898.0
121002419,127365724.05
121002514,976600.0
121002516,2046934.5
121002517,9876765.0
121002519,1252028.5
121002610,7503.0
121002614,0.0
121002615,1429859.0
121002616,65087057.43
121002617,333015955.0
121002618,955498949.57
121002619,4237829.5
121002714,450.0
121002715,22343626.0
121002716,5085192.98
121002717,804578.0
121002718,141896307.26
121002811,200.0
121002814,420.0
121002815,785030.0
121002816,1007437.0
121002817,67831700.0
121002818,7942259.5
121002915,779637.0
121002916,574543.0
121002917,4007935.0
121002918,47602971.0
121003015,1684717.6
121003016,1105183.5
121003017,21241907.0
121003018,15354380.57
121003019,3591049.0
121003115,44279440.2
121003116,10251855.5
121003117,100654910.0
121003118,1052879.5
121003119,124719701.28
121003204,3010.0
121003216,18496158.01
121003217,2600822.0
121003218,4351779.49
121003219,13469793.36
121003312,1460.0
121003315,9767021.5
121003316,8139192.5
121003317,607225934.0
121003318,5032782.01
121003319,18910986.53
121003414,13420.0
121003415,1608257.0
121003416,31770255.89
121003417,38563421.0
121003418,434117.0
121003419,4929934.5
121003514,4570.0
121003515,398883270.6
121003516,33805195.13
121003517,12757675.0
121003518,5737208.5
121003614,20220.0
121003615,528732557.7
121003616,670702033.0
121003617,11385317.0
121003618,33436954.65
121003619,7150701.5
121003715,6408600.5
121003716,13128447.63
121003717,2128955.0
121003718,17506988.57
121003719,1773235.5
121003813,190.0
121003816,240602.5
121003817,1837312.0
121003818,42251788.46
121003819,1086442.54
121003911,540.0
121003913,23160.0
121003915,28656197.9
121003916,3713097.51
121003917,69054802.0
121003918,1261019.5
121004016,53167839.77
121004017,732287208.0
121004018,15101769.82
121004019,880463.0
121004112,550.0
121004113,865.0
121004115,23983117.7
121004116,140501616.0
121004117,2322497.0
121004118,6916502.2
121004211,720.0
121004216,388938913.9
121004217,6217963.0
121004218,332254857.14
121004219,9553451.83
121004311,14430.0
121004315,15351562.5
121004316,959307.0
121004317,5596672.0
121004318,2966703.01
121004319,34669435.82
121004414,1815.0
121004416,27630900.04
121004417,10387327.0
121004418,419541696.52
121004419,16707120.55
121004510,580.0
121004513,300.0
121004515,25870987.2
121004516,6375444.6
121004517,296229480.0
121004518,474071.5
121004519,3256960.0
121004614,7130.0
121004615,490175572.4
121004616,253516.0
121004617,209616468.0
121004618,145974.0
121004619,10563113.02
121004714,6720.0
121004715,1720747.0
121004716,29485179.69
121004717,530473.0
121004718,196352.5
121004719,34832812.41
121004814,11650.0
121004815,264325.0
121004816,809638458.6
121004817,34911714.0
121004818,3860453.0
121004914,5900.0
121004915,1057061.9
121004916,136810879.1
121004917,5678355.0
121004918,54064626.78
121004919,32893708.17
121005011,10320.0
121005012,8000.0
121005014,251140.0
121005015,16149552.8
121005016,4609867.51
121005017,2522174.0
121005018,38641570.97
121005019,1770316.5
121005115,33247568.7
121005116,1735813.31
121005117,83493770.0
121005118,7386430.23
121005119,2662824.5
121005215,2171457.5
121005216,7564179.32
121005217,458015614.0
121005218,595604032.22
121005219,14343267.14
121005311,56850.0
121005315,51149467.0
121005316,23766252.9
121005317,695556.0
121005318,505894712.01
121005319,2753610.64
121005415,903455.0
121005416,38958757.32
121005417,1840199.0
121005418,738802825.71
121005419,472692133.49
121005513,340.0
121005514,2590.0
121005515,504286.5
121005516,80897104.5
121005517,3139961.0
121005518,13322618.5
121005519,2576613776.83
121005615,78970.0
121005616,214526360.3
121005617,1429976813.0
121005618,8891102.21
121005619,2399461.5
121005712,760.0
121005715,52495.0
121005716,1012970.51
121005717,9024725.0
121005719,9355374.84
121005814,400.0
121005816,3162713.5
121005817,267122.0
121005818,82506.0
121005819,142196863.98
121005913,1950.0
121005915,13078460.5
121005916,5705974.54
121005917,12116755.0
121005919,1142156.5
121006012,30500.0
121006015,16184128.2
121006017,966539.0
121006018,1529807.5
121006019,2482317.0
121006116,1750742.5
121006117,824167.0
121006118,8931965.66
121006119,23601594.31
121006213,13610.0
121006215,27803020.2
121006216,1652882.5
121006217,9968340.0
121006218,38327993.65
121006219,1492792.0
121006311,975.0
121006315,104645.0
121006316,27200398.96
121006317,20486130.0
121006318,2600698.0
121006410,75.0
121006415,8882107.4
121006416,29941895.14
121006417,13666903.0
121006418,45679693.36
121006419,1801882.0
121006511,465.0
121006515,1211158990.0
121006516,322284.0
121006517,1139858.0
121006518,9269381.5
121006519,634644321.83
121006615,42329420.4
121006616,1216781413.0
121006617,1487471.0
121006618,5496568.52
121006619,4765559.5
121006717,2414891.0
121006718,321806332.37
121006811,150.0
121006817,3663175.0
121006818,4822207.0
121006819,245756613.08
121006915,12102092.5
121006916,1544985.5
121006918,382323772.8
121007010,895.0
121007015,18061216.9
121007016,763958.0
121007017,41010977.0
121007018,1587221.51
121007019,30084581.97
121007115,37297724.6
121007116,408816606.9
121007117,96828842.0
121007118,1594574.5
121007119,3405545.76
121007213,400.0
121007215,1500989281.9
121007216,643337593.9
121007217,3418891.0
121007218,2899547.5
121007311,450.0
121007313,360.0
121007314,165890.0
121007315,14463770.5
121007316,3123331.0
121007317,716241845.0
121007318,16118254.0
121007319,8356319.71
121007410,1570.0
121007413,2455.0
121007414,1000.0
121007415,1059238.5
121007416,60531051.94
121007417,24941936.0
121007418,21064919.46
121007514,2480.0
121007515,7004030.7
121007516,2925092.01
121007517,18958074.0
121007518,236487.0
121007615,4808555.1
121007616,2060823.0
121007617,708331.0
121007618,1076162.5
121007712,780.0
121007715,1300200.0
121007716,17138926.64
121007717,19174428.0
121007718,2087021.0
121007810,2650.0
121007815,540328.0
121007817,397025811.0
121007818,17771149.88
121007819,1288427.0
121007915,3481913.6
121007917,433831.0
121007918,2566376.97
121008011,9680.0
121008014,3690.0
121008015,47780.0
121008017,2591609.0
121008018,145820078.94
121008019,188358506.57
121008114,300.0
121008115,338985.5
121008116,1659108.09
121008117,1468779681.0
121008118,3808487.5
121008119,21390102.93
121008215,422271.0
121008216,262693.0
121008217,27197607.0
121008218,143390.5
121008219,2149592.0
121008314,750.0
121008315,2164404.5
121008317,31478782.0
121008318,5667338.21
121008319,2405108.51
121008415,996669.0
121008417,60006283.0
121008418,24294621.52
121008513,7745.0
121008515,6144303.0
121008517,434714.0
121008518,26003013.88
121008610,0.0
121008613,18135.0
121008614,22490.0
121008615,7099294.5
121008616,1030010.5
121008618,37919335.33
121008619,143998019.37
121008710,930.0
121008714,4060.0
121008715,8973210.3
121008716,39467510.98
121008718,154203680.39
121008815,4654761.4
121008816,11915678.6
121008818,1544473.01
121008910,6950.0
121008914,118650.0
121008915,33495374.0
121008916,1237661.01
121008917,3046839.0
121008918,1685818.5
121009015,636862.5
121009017,5604702.0
121009018,6202270.05
121009112,17020.0
121009115,7209.0
121009116,12982133.68
121009117,14969857.0
121009118,1875989712.42
121009214,1950.0
121009215,47005.0
121009216,885429.5
121009217,2118396119.0
121009218,4098450.97
121009219,2815146.25
121009312,2311220.0
121009313,25740.0
121009315,9578673.0
121009317,476348021.0
121009318,106328891.37
121009319,3565967.0
121009415,3449486.0
121009417,2120138.0
121009418,15745639.98
121009419,7386708.52
121009514,5380.0
121009515,9358511.3
121009517,1329830.0
121009518,4695386.0
121009519,356127.0
121009610,2120.0
121009612,1600.0
121009613,10135.0
121009614,360.0
121009615,650165993.51
121009616,5180850.5
121009617,41066347.0
121009618,1236762617.32
121009619,2532606.0
121009714,4800.0
121009715,535810483.9
121009716,25557823.87
121009717,10897083.0
121009718,30927770.05
121009719,199396759.12
121009812,1600.0
121009815,12466638.5
121009816,35175923.55
121009817,871151453.0
121009818,143640918.91
121009914,100.0
121009915,4402502.5
121009916,61038012.94
121009917,1324712.0
121009918,44067410.31
121010015,392768845.5
121010016,600.0
121010017,602682.0
121010018,83186490.08
121010113,4400.0
121010115,310968626.2
121010116,6131431.3
121010117,3194239.0
121010118,550690.0
121010119,62039039.79
121010213,300.0
121010215,353619952.0
121010216,1332887.0
121010217,211016459.0
121010315,282604493.0
121010316,955507415.0
121010317,41696586.0
121010318,345686872.16
121010415,109320.0
121010416,710627.01
121010417,15219359.0
121010418,1796963.5
121010419,344341348.31
121010515,886190.5
121010516,3375685.0
121010517,6861539.0
121010518,2268508.5
121010614,6870.0
121010615,4280693.5
121010616,493391.5
121010617,120553773.0
121010618,1763212.5
121010715,2362304.1
121010716,387231.0
121010717,21675345.0
121010718,1096832545.7
121010813,1900.0
121010815,1791633.0
121010816,12173513.01
121010817,1455562.0
121010818,1402677.0
121010819,2276644.94
121010911,1360.0
121010912,17680.0
121010915,4170249.0
121010916,603191180.4
121010917,6114615.0
121010918,12419862.5
121010919,60743504.4
121011011,4700.0
121011015,4010421.9
121011016,2798595.0
121011017,1315402.0
